,Name,Data
67,ALKS,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2017-05-30  58.200001  57.410000  57.689999  57.700001   674400  57.700001
1  2017-05-31  58.189999  57.430000  57.779999  57.759998  1068000  57.759998
2  2017-06-01  59.900002  56.799999  57.490002  59.549999   727400  59.549999
3  2017-06-02  59.980000  59.200001  59.790001  59.380001   697300  59.380001
4  2017-06-05  59.750000  57.410000  59.590000  58.020000  1682000  58.020000
5  2017-06-06  59.549999  57.599998  57.959999  58.990002   767700  58.990002
6  2017-06-07  59.720001  58.560001  59.029999  59.570000   524300  59.570000
7  2017-06-08  60.650002  59.169998  59.770000  60.310001   717100  60.310001
8  2017-06-09  63.400002  59.549999  60.470001  61.660000  1528400  61.660000
9  2017-06-12  60.869999  58.650002  60.590000  59.470001  1049200  59.470001
10 2017-06-13  58.650002  57.290001  58.180000  58.610001  1108800  58.610001
11 2017-06-14  59.770000  58.200001  58.889999  59.470001   631000  59.470001"
68,CHRS,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2017-06-05  22.558001  21.700001  22.500000  21.900000   679300  21.900000
1  2017-06-06  21.850000  20.950001  21.750000  21.350000   692700  21.350000
2  2017-06-07  21.650000  20.150000  21.450001  20.650000   470400  20.650000
3  2017-06-08  23.240000  20.650000  20.650000  22.700001  1061000  22.700001
4  2017-06-09  23.159000  20.549999  22.950001  20.650000   773900  20.650000
5  2017-06-12  15.875000  14.050000  14.150000  15.725000  7378100  15.725000
6  2017-06-13  16.940001  15.525000  16.049999  16.000000  2621700  16.000000
7  2017-06-14  15.950000  15.119000  15.900000  15.500000  1057500  15.500000
8  2017-06-15  15.500000  14.650000  15.500000  15.050000   955000  15.050000
9  2017-06-16  15.400000  14.800000  14.950000  14.850000  1226200  14.850000
10 2017-06-19  15.500000  14.650000  14.750000  15.300000   574200  15.300000
11 2017-06-20  15.600000  14.850000  15.250000  15.150000   595100  15.150000"
69,ADMP,"         Date  High   Low  Open  Close    Volume  Adj Close
0  2017-06-08  4.25  3.95  4.25   4.10   1220600       4.10
1  2017-06-09  4.50  4.15  4.15   4.30   1527800       4.30
2  2017-06-12  4.45  4.30  4.40   4.33    758100       4.33
3  2017-06-13  4.43  4.10  4.40   4.20   1477400       4.20
4  2017-06-14  4.29  3.50  4.25   3.75   2085700       3.75
5  2017-06-15  5.90  3.60  3.90   5.75  12439100       5.75
6  2017-06-16  6.45  5.15  6.15   5.20  18750200       5.20
7  2017-06-19  5.20  4.50  5.20   5.10   5799800       5.10
8  2017-06-20  5.10  4.71  5.00   4.83   1833800       4.83
9  2017-06-21  5.10  4.60  4.80   4.95   1325700       4.95
10 2017-06-22  5.34  4.95  4.95   5.30   1950600       5.30
11 2017-06-23  5.45  5.15  5.40   5.40   2113800       5.40"
71,PFE,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2017-06-15  33.029999  32.560001  32.619999  32.810001  18929900  30.547682
1  2017-06-16  33.130001  32.810001  32.980000  32.970001  31878600  30.696648
2  2017-06-19  33.250000  32.910000  32.939999  33.220001  20799000  30.929415
3  2017-06-20  33.750000  33.150002  33.209999  33.560001  26066200  31.245968
4  2017-06-21  34.099998  33.580002  33.580002  33.880001  25744300  31.543903
5  2017-06-22  34.480000  33.919998  33.950001  34.060001  22156100  31.711491
6  2017-06-23  34.220001  33.970001  34.080002  34.169998  30046300  31.813898
7  2017-06-26  34.209999  33.970001  34.160000  34.040001  14172300  31.692873
8  2017-06-27  34.130001  33.750000  34.130001  33.770000  15265600  31.441486
9  2017-06-28  33.990002  33.650002  33.860001  33.750000  14795100  31.422874
10 2017-06-29  33.869999  33.369999  33.750000  33.630001  14919200  31.311142
11 2017-06-30  33.799999  33.509998  33.730000  33.590000  13512500  31.273901"
72,OCUL,"         Date    High    Low   Open   Close    Volume  Adj Close
0  2017-07-05  11.000  9.850  10.07  10.180   1715900     10.180
1  2017-07-06  10.580  9.454  10.34   9.500   2606100      9.500
2  2017-07-07   9.050  6.720   9.05   7.120   7438800      7.120
3  2017-07-10   6.990  6.100   6.30   6.490   4731500      6.490
4  2017-07-11   8.150  7.140   7.76   7.600   6009800      7.600
5  2017-07-12   6.800  5.500   5.50   6.670  11199200      6.670
6  2017-07-13   6.960  6.300   6.61   6.655   2566600      6.655
7  2017-07-14   6.668  6.210   6.65   6.330   1676800      6.330
8  2017-07-17   6.450  6.090   6.38   6.410   1130100      6.410
9  2017-07-18   6.538  6.240   6.43   6.380    792700      6.380
10 2017-07-19   6.849  6.360   6.43   6.590   1224800      6.590"
73,AMGN,"         Date        High         Low        Open       Close   Volume   Adj Close
0  2017-07-10  172.550003  171.000000  171.589996  172.199997  2070600  162.371429
1  2017-07-11  174.440002  172.070007  174.179993  173.320007  2198000  163.427521
2  2017-07-12  174.240005  172.669998  173.710007  173.270004  1976900  163.380371
3  2017-07-13  176.199997  173.089996  173.279999  175.039993  2999900  165.049301
4  2017-07-14  177.679993  174.410004  175.429993  177.130005  2720600  167.020020
5  2017-07-17  178.899994  176.679993  176.839996  177.399994  2692400  167.274612
6  2017-07-18  177.630005  176.139999  176.660004  177.479996  1820100  167.350067
7  2017-07-19  179.199997  176.520004  178.100006  179.179993  2440700  168.953033
8  2017-07-20  180.729996  178.880005  179.050003  179.320007  3039300  169.085052
9  2017-07-21  180.550003  179.160004  179.259995  180.210007  2674700  169.924240
10 2017-07-24  181.460007  178.660004  180.190002  181.059998  2503100  170.725723"
74,EGRX,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2017-07-19  76.400002  73.220001  75.150002  73.580002   300500  73.580002
1  2017-07-20  74.870003  72.760002  73.949997  73.620003   214900  73.620003
2  2017-07-21  76.400002  73.650002  74.370003  75.199997   284000  75.199997
3  2017-07-24  75.000000  71.059998  74.500000  72.800003   414800  72.800003
4  2017-07-25  74.279999  69.589996  72.839996  70.040001   384000  70.040001
5  2017-07-26  71.879997  50.520000  70.250000  53.369999  1862100  53.369999
6  2017-07-27  53.950001  50.549999  53.700001  52.939999  1024300  52.939999
7  2017-07-28  53.990002  50.209999  52.910000  50.480000   777800  50.480000
8  2017-07-31  51.775002  47.230000  50.599998  49.150002   601600  49.150002
9  2017-08-01  50.320000  47.745998  49.349998  49.080002   581300  49.080002
10 2017-08-02  49.889999  47.029999  49.250000  48.549999   500800  48.549999
11 2017-08-03  49.480000  47.230000  48.419998  47.400002   429700  47.400002"
76,MDCO,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2017-08-22  35.820000  34.970001  34.980000  35.410000  1510000  35.410000
1  2017-08-23  36.290001  34.759998  34.759998  36.090000  1929500  36.090000
2  2017-08-24  36.470001  35.689999  36.160000  35.820000   807300  35.820000
3  2017-08-25  36.950001  35.810001  35.930000  36.900002   880100  36.900002
4  2017-08-28  37.860001  36.820000  37.500000  37.720001  1026600  37.720001
5  2017-08-29  38.939999  37.509998  38.000000  38.740002  1890500  38.740002
6  2017-08-30  40.400002  36.000000  39.799999  36.430000  3928100  36.430000
7  2017-08-31  37.270000  35.810001  36.560001  36.689999  1388600  36.689999
8  2017-09-01  37.910000  36.630001  36.680000  37.830002   957200  37.830002
9  2017-09-05  38.230000  37.090000  37.720001  38.099998  1189000  38.099998
10 2017-09-06  38.209999  37.160000  38.160000  37.259998   766700  37.259998"
77,AGN,"         Date        High         Low        Open       Close   Volume   Adj Close
0  2017-09-07  228.479996  223.240005  223.759995  227.929993  1812500  220.794113
1  2017-09-08  235.869995  225.220001  227.320007  233.550003  3185900  226.238190
2  2017-09-11  237.410004  231.839996  236.009995  232.380005  2143000  225.104828
3  2017-09-12  233.229996  229.649994  233.000000  231.210007  1827300  223.971466
4  2017-09-13  231.570007  225.600006  231.000000  226.470001  2936200  219.379852
5  2017-09-14  226.889999  223.330002  226.399994  223.699997  1962900  216.696579
6  2017-09-15  224.630005  219.860001  224.250000  220.289993  3347900  213.393311
7  2017-09-18  227.539993  220.929993  221.429993  221.539993  2971100  214.604187
8  2017-09-19  223.039993  213.389999  222.080002  215.000000  5416100  208.268921
9  2017-09-20  214.119995  208.899994  211.740005  210.000000  5474500  203.425446
10 2017-09-21  208.500000  202.600006  208.309998  202.660004  5878900  196.315262
11 2017-09-22  209.250000  201.419998  202.500000  204.649994  3903800  198.242981"
78,AMGN,"         Date        High         Low        Open       Close   Volume   Adj Close
0  2017-09-07  182.770004  177.279999  178.500000  180.710007  2985300  171.544876
1  2017-09-08  182.660004  179.520004  180.929993  180.639999  1993900  171.478424
2  2017-09-11  186.710007  182.539993  182.539993  186.490005  3791200  177.031738
3  2017-09-12  191.039993  186.779999  187.000000  191.000000  3894300  181.312988
4  2017-09-13  190.940002  187.710007  189.899994  189.699997  3031400  180.078918
5  2017-09-14  191.100006  187.809998  188.369995  189.440002  2318400  179.832108
6  2017-09-15  189.660004  186.309998  189.660004  187.470001  5349000  177.962021
7  2017-09-18  188.559998  186.119995  187.789993  186.470001  2443800  177.012741
8  2017-09-19  187.440002  185.809998  186.809998  186.320007  2066100  176.870346
9  2017-09-20  188.550003  185.419998  186.080002  188.169998  2685400  178.626526
10 2017-09-21  188.960007  186.500000  188.320007  186.639999  2082200  177.174118
11 2017-09-22  186.820007  184.000000  185.479996  185.759995  2275600  176.338730"
79,BCRX,"         Date  High   Low  Open  Close   Volume  Adj Close
0  2017-09-14  5.43  5.12  5.36   5.15  2874100       5.15
1  2017-09-15  5.19  4.87  5.16   5.15  3537100       5.15
2  2017-09-18  5.54  5.20  5.23   5.42  2113300       5.42
3  2017-09-19  5.49  5.33  5.47   5.43  1242100       5.43
4  2017-09-20  5.43  5.24  5.43   5.27  1873600       5.27
5  2017-09-21  5.61  5.17  5.54   5.27  7860700       5.27
6  2017-09-22  5.31  5.15  5.26   5.24  2633600       5.24
7  2017-09-25  5.33  5.17  5.26   5.26  1326700       5.26
8  2017-09-26  5.28  5.14  5.25   5.18  1931700       5.18
9  2017-09-27  5.34  5.07  5.11   5.28  1026700       5.28
10 2017-09-28  5.32  5.12  5.30   5.24  1186000       5.24
11 2017-09-29  5.28  5.16  5.22   5.24   935100       5.24"
80,BMY,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2017-09-15  63.380001  62.310001  62.900002  62.480000  10407600  59.479912
1  2017-09-18  63.209999  62.270000  62.490002  62.700001   6975900  59.689346
2  2017-09-19  63.130001  62.590000  62.700001  62.930000   4844300  59.908298
3  2017-09-20  63.720001  62.720001  62.919998  63.490002   5561300  60.441418
4  2017-09-21  63.740002  63.029999  63.349998  63.330002   5250100  60.289097
5  2017-09-22  63.549999  63.040001  63.330002  63.360001   3667700  60.317657
6  2017-09-25  63.689999  63.060001  63.330002  63.189999   5959000  60.155823
7  2017-09-26  63.599998  62.810001  63.119999  62.930000   3497900  59.908298
8  2017-09-27  63.150002  62.570000  62.779999  62.950001   4674200  59.927345
9  2017-09-28  63.459999  62.590000  62.790001  63.009998   5842500  59.984463
10 2017-09-29  63.750000  63.060001  63.160000  63.740002   5404300  60.679417"
81,MRK,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2017-09-15  66.379997  65.750000  66.169998  66.160004  14685800  63.221996
1  2017-09-18  66.410004  65.809998  66.019997  65.989998  10543200  63.059536
2  2017-09-19  66.160004  65.680000  66.019997  65.949997   7009300  63.021317
3  2017-09-20  66.309998  65.190002  66.070000  65.790001   9450000  62.868431
4  2017-09-21  65.930000  65.519997  65.849998  65.599998   5968700  62.686863
5  2017-09-22  65.699997  65.070000  65.629997  65.129997   7465900  62.237728
6  2017-09-25  65.400002  65.040001  65.160004  65.180000   5573400  62.285515
7  2017-09-26  65.320000  64.720001  65.099998  64.760002   6976200  61.884167
8  2017-09-27  64.750000  64.320000  64.680000  64.570000   6691900  61.702602
9  2017-09-28  64.660004  64.169998  64.269997  64.290001   7022800  61.435036
10 2017-09-29  64.529999  63.330002  64.290001  64.029999  11449600  61.186581"
83,IPCIF,"         Date  High   Low  Open  Close  Volume  Adj Close
0  2017-09-18   9.7   9.2   9.7    9.2   31600        9.2
1  2017-09-19   9.5   9.0   9.2    9.2   19400        9.2
2  2017-09-20   9.5   9.0   9.0    9.2    6500        9.2
3  2017-09-21   9.3   8.6   9.3    9.0   16600        9.0
4  2017-09-22   9.0   8.2   8.8    8.5   45900        8.5
5  2017-09-25  11.7   8.3   8.4   10.1  193600       10.1
6  2017-09-26  11.3   9.5  10.1   10.4  102500       10.4
7  2017-09-27  11.6  10.3  10.9   11.1   46000       11.1
8  2017-09-28  11.6  10.5  11.6   10.7   26900       10.7
9  2017-09-29  10.8   9.9  10.6    9.9   28800        9.9
10 2017-10-02  11.0   9.8   9.8   10.2   33600       10.2
11 2017-10-03  10.5  10.2  10.5   10.3    6800       10.3"
84,NVO,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2017-09-22  49.450001  49.000000  49.169998  49.220001   795500  47.220463
1  2017-09-25  49.400002  48.720001  49.220001  48.790001  1019200  46.807930
2  2017-09-26  48.290001  47.990002  48.040001  48.119999  2845400  46.165150
3  2017-09-27  48.380001  47.450001  47.520000  48.299999  1594700  46.337837
4  2017-09-28  48.220001  47.959999  48.090000  48.070000  1990800  46.117180
5  2017-09-29  48.180000  47.750000  47.919998  48.150002  2656600  46.193932
6  2017-10-02  49.119999  48.740002  48.740002  48.910000  1722800  46.923054
7  2017-10-03  49.099998  48.630001  48.820000  49.060001  1376000  47.066963
8  2017-10-04  49.500000  48.880001  48.880001  49.279999  1928900  47.278027
9  2017-10-05  49.119999  48.660000  48.919998  48.939999  1112000  46.951839
10 2017-10-06  49.250000  48.799999  48.849998  49.119999   958700  47.124527"
85,LLY,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2017-09-27  84.800003  83.970001  84.339996  84.650002  3085200  81.160812
1  2017-09-28  85.580002  84.150002  84.589996  85.000000  2841000  81.496376
2  2017-09-29  85.610001  84.389999  85.169998  85.540001  3506100  82.014130
3  2017-10-02  86.680000  85.739998  85.779999  86.349998  3071100  82.790733
4  2017-10-03  86.559998  85.930000  86.239998  86.449997  2128800  82.886604
5  2017-10-04  87.160004  86.279999  86.500000  86.959999  2317700  83.375595
6  2017-10-05  89.089996  86.389999  86.769997  87.650002  5221000  84.037155
7  2017-10-06  87.489998  86.639999  87.309998  87.080002  2297200  83.490654
8  2017-10-09  87.279999  86.459999  87.139999  87.050003  1701400  83.461891
9  2017-10-10  86.699997  85.250000  85.379997  86.160004  4943700  82.608566
10 2017-10-11  86.660004  85.449997  86.349998  86.059998  3433200  82.512688
11 2017-10-12  86.449997  85.910004  86.099998  86.430000  1941100  82.867447"
86,MYL,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2017-10-03  32.639999  31.840000  32.470001  32.529999   4166500  32.529999
1  2017-10-04  39.240002  37.410000  38.000000  37.799999  36946500  37.799999
2  2017-10-05  38.480000  36.389999  38.000000  37.919998  11211400  37.919998
3  2017-10-06  38.509998  37.650002  37.930000  38.290001   6285000  38.290001
4  2017-10-09  38.540001  38.000000  38.160000  38.250000   4013000  38.250000
5  2017-10-10  38.590000  37.720001  38.099998  38.450001   4543600  38.450001
6  2017-10-11  38.700001  38.150002  38.270000  38.290001   2767000  38.290001
7  2017-10-12  38.259998  37.599998  38.250000  37.759998   3954200  37.759998
8  2017-10-13  38.340000  37.070000  37.570000  37.950001   4860600  37.950001
9  2017-10-16  38.540001  37.820000  38.029999  38.180000   6493300  38.180000
10 2017-10-17  38.660000  38.009998  38.029999  38.540001   4239800  38.540001
11 2017-10-18  38.639999  37.270000  38.599998  37.509998   4793200  37.509998"
87,ACRX,"         Date  High   Low  Open  Close    Volume  Adj Close
0  2017-10-05  5.35  5.00  5.30   5.05   1666900       5.05
1  2017-10-06  5.20  5.00  5.10   5.10   2594500       5.10
2  2017-10-09  5.40  5.10  5.20   5.20   3144200       5.20
3  2017-10-10  5.60  5.10  5.30   5.50   6808100       5.50
4  2017-10-11  5.75  5.30  5.75   5.35   6616100       5.35
5  2017-10-12  2.48  2.00  2.10   2.15  24274300       2.15
6  2017-10-13  2.25  2.10  2.20   2.13   5436300       2.13
7  2017-10-16  2.15  1.90  2.10   1.95   5322200       1.95
8  2017-10-17  1.95  1.70  1.90   1.75   4360900       1.75
9  2017-10-18  1.75  1.70  1.75   1.75   1644800       1.75
10 2017-10-19  1.80  1.55  1.75   1.75   3228500       1.75
11 2017-10-20  2.00  1.90  1.95   2.00   2456500       2.00"
88,GILD,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2017-10-11  83.290001  82.309998  83.059998  82.570000   6770200  78.727158
1  2017-10-12  82.820000  81.019997  82.570000  81.300003   6763600  77.516273
2  2017-10-13  81.580002  80.650002  81.269997  81.169998   5682900  77.392311
3  2017-10-16  81.209999  79.550003  81.129997  79.949997   7377600  76.229095
4  2017-10-17  80.709999  79.559998  80.000000  80.239998   7041800  76.505592
5  2017-10-18  80.839996  79.760002  80.260002  80.010002   7181900  76.286308
6  2017-10-19  82.470001  80.510002  81.529999  81.589996  15565200  77.792778
7  2017-10-20  81.949997  80.449997  81.949997  81.209999   9188300  77.430458
8  2017-10-23  81.320000  80.089996  81.250000  80.169998   6803400  76.438850
9  2017-10-24  80.379997  78.800003  80.180000  80.099998   7300300  76.372116
10 2017-10-25  80.080002  78.690002  80.080002  79.889999   9571700  76.171898
11 2017-10-26  79.500000  77.000000  78.290001  77.879997  12451300  74.255440"
89,DRRX,"         Date  High   Low  Open  Close   Volume  Adj Close
0  2017-10-12  1.97  1.89  1.97   1.91   322000       1.91
1  2017-10-13  1.94  1.73  1.91   1.82   431400       1.82
2  2017-10-16  2.01  1.83  1.87   1.99   488700       1.99
3  2017-10-17  2.01  1.80  1.98   1.81   443800       1.81
4  2017-10-18  1.95  1.79  1.85   1.94   693900       1.94
5  2017-10-19  1.99  1.85  1.92   1.97   379400       1.97
6  2017-10-20  0.90  0.75  0.84   0.78  8671000       0.78
7  2017-10-23  0.94  0.80  0.80   0.88  3239400       0.88
8  2017-10-24  0.92  0.82  0.88   0.82  2043000       0.82
9  2017-10-25  0.82  0.79  0.82   0.80  1287700       0.80
10 2017-10-26  0.82  0.76  0.81   0.78  1049300       0.78
11 2017-10-27  0.79  0.76  0.78   0.78   504700       0.78"
90,ATRS,"         Date  High   Low  Open  Close    Volume  Adj Close
0  2017-10-13  2.45  2.16  2.25   2.32  16054900       2.32
1  2017-10-16  2.29  2.07  2.24   2.10   6110800       2.10
2  2017-10-17  2.14  1.96  2.10   2.09   3719300       2.09
3  2017-10-18  2.26  2.05  2.13   2.23   5018300       2.23
4  2017-10-19  2.23  2.07  2.21   2.12   4202200       2.12
5  2017-10-20  2.21  2.06  2.13   2.18   3399900       2.18
6  2017-10-23  2.30  2.05  2.07   2.21   5175100       2.21
7  2017-10-24  2.24  2.04  2.21   2.04   2990600       2.04
8  2017-10-25  2.04  1.87  2.04   1.91   4820900       1.91
9  2017-10-26  1.91  1.83  1.91   1.86   2139500       1.86
10 2017-10-27  1.93  1.84  1.86   1.92   1537800       1.92"
91,PTCT,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2017-10-18  18.500000  17.709999  18.260000  18.250000   476900  18.250000
1  2017-10-19  18.150000  17.280001  18.150000  17.670000   746500  17.670000
2  2017-10-20  17.990000  17.594999  17.750000  17.790001   683900  17.790001
3  2017-10-23  17.889999  16.719999  17.809999  16.990000  1453100  16.990000
4  2017-10-24  17.299999  16.030001  16.980000  16.139999  1586900  16.139999
5  2017-10-25  17.400000  15.200000  15.990000  17.299999  4054700  17.299999
6  2017-10-26  17.110001  15.610000  16.600000  16.250000  2944400  16.250000
7  2017-10-27  17.719999  15.820000  16.250000  17.570000  1429000  17.570000
8  2017-10-30  18.405001  17.590000  17.600000  18.250000  1134200  18.250000
9  2017-10-31  18.959999  18.250000  18.250000  18.740000  1146000  18.740000
10 2017-11-01  19.059999  17.620001  18.930000  17.770000  1215700  17.770000
11 2017-11-02  18.639999  17.520000  17.530001  17.850000  1189200  17.850000"
92,GSK,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2017-10-19  41.240002  40.980000  40.990002  41.099998   3248800  37.351135
1  2017-10-20  40.930000  40.669998  40.720001  40.840000   8971900  37.114853
2  2017-10-23  40.849998  40.580002  40.660000  40.619999   6872900  36.914921
3  2017-10-24  40.490002  40.130001  40.439999  40.480000   4375300  36.787689
4  2017-10-25  39.590000  37.799999  39.580002  38.189999  21606300  34.706566
5  2017-10-26  37.400002  36.509998  37.290001  36.599998  13477000  33.261600
6  2017-10-27  36.529999  36.160000  36.360001  36.230000   6897500  32.925346
7  2017-10-30  36.930000  36.570000  36.680000  36.689999   7094000  33.343391
8  2017-10-31  36.770000  36.189999  36.730000  36.430000   7578900  33.107101
9  2017-11-01  36.680000  36.189999  36.549999  36.200001   4577600  32.898079
10 2017-11-02  36.340000  35.860001  35.970001  35.950001   8412000  32.670883
11 2017-11-03  36.299999  36.029999  36.130001  36.150002   4174100  32.852642"
93,MRK,"         Date       High        Low       Open      Close      Volume  Adj Close
0  2017-12-07  55.840000  54.680000  54.849998  54.770000  16460500.0  52.337791
1  2017-12-08  55.570000  54.660000  55.310001  55.570000  10423400.0  53.102268
2  2017-12-11  56.639999  55.560001  56.340000  56.340000   9770200.0  53.838074
3  2017-12-12  57.169998  56.630001  56.869999  57.070000  13792700.0  54.535660
4  2017-12-13  57.369999  56.650002  56.939999  56.910000  13342500.0  54.382759
5  2017-12-14  56.740002  55.959999  56.400002  56.009998  10137300.0  53.977993
6  2017-12-15  56.369999  55.750000  56.230000  56.240002  22580700.0  54.199657
7  2017-12-18  56.689999  56.200001  56.380001  56.220001  11595000.0  54.180382
8  2017-12-19  56.619999  56.009998  56.220001  56.230000   9467100.0  54.190018
9  2017-12-20  56.490002  55.980000  56.279999  56.110001  13135900.0  54.074375
10 2017-12-21  56.799999  56.080002  56.080002  56.599998   9961800.0  54.546589
11 2017-12-22  56.830002  56.130001  56.599998  56.360001  11346000.0  54.315300"
94,AERI,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2017-12-11  60.599998  58.950001  60.450001  59.200001   239000  59.200001
1  2017-12-12  60.400002  58.849998  59.549999  58.950001   150400  58.950001
2  2017-12-13  60.525002  58.750000  58.750000  60.200001   194600  60.200001
3  2017-12-14  62.049999  59.849998  60.250000  60.150002   296300  60.150002
4  2017-12-15  61.049999  58.900002  60.299999  59.000000   517400  59.000000
5  2017-12-18  60.200001  57.400002  59.099998  58.299999   598800  58.299999
6  2017-12-19  59.099998  56.250000  57.950001  58.250000  1156700  58.250000
7  2017-12-20  58.160000  56.349998  58.000000  57.250000   409500  57.250000
8  2017-12-21  59.717999  57.174999  57.400002  59.250000   508800  59.250000
9  2017-12-22  60.900002  59.000000  59.200001  60.700001   284900  60.700001
10 2017-12-26  60.950001  59.825001  60.750000  60.500000   244300  60.500000"
95,AGRX,"        Date  High    Low  Open  Close    Volume  Adj Close
0 2017-12-15  4.86  4.420  4.56   4.77    487100       4.77
1 2017-12-18  4.99  4.580  4.89   4.62   1137800       4.62
2 2017-12-19  4.69  4.420  4.65   4.44    881900       4.44
3 2017-12-20  4.90  4.450  4.45   4.76    569200       4.76
4 2017-12-21  5.18  4.750  4.80   4.76    707800       4.76
5 2017-12-22  2.79  1.930  1.94   2.52  10344800       2.52
6 2017-12-26  3.07  2.540  2.57   2.95   2848300       2.95
7 2017-12-27  2.99  2.730  2.95   2.84   1266900       2.84
8 2017-12-28  2.94  2.750  2.85   2.76    731200       2.76
9 2017-12-29  2.83  2.678  2.79   2.69    499700       2.69"
96,TEVA,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2018-01-08  19.389999  18.870001  19.309999  19.120001  12056400  19.120001
1  2018-01-09  19.650000  19.150000  19.350000  19.370001  19476200  19.370001
2  2018-01-10  20.280001  19.330000  19.440001  20.040001  32640600  20.040001
3  2018-01-11  21.750000  20.260000  20.379999  21.740000  35280900  21.740000
4  2018-01-12  22.639999  21.650000  21.750000  22.070000  40555400  22.070000
5  2018-01-16  22.250000  21.150000  22.000000  21.410000  24637300  21.410000
6  2018-01-17  21.610001  20.879999  21.309999  21.480000  17011500  21.480000
7  2018-01-18  21.139999  20.270000  21.049999  20.709999  27964000  20.709999
8  2018-01-19  21.250000  20.139999  20.780001  20.700001  21428400  20.700001
9  2018-01-22  21.389999  20.150000  20.170000  21.020000  20759300  21.020000
10 2018-01-23  21.219999  20.719999  20.750000  20.950001  10181600  20.950001"
97,AMGN,"         Date        High         Low        Open       Close   Volume   Adj Close
0  2018-01-10  183.699997  180.369995  182.660004  182.860001  2542700  174.772415
1  2018-01-11  182.860001  181.100006  182.860001  181.960007  2101300  173.912231
2  2018-01-12  185.610001  181.750000  182.339996  185.039993  3111400  176.856003
3  2018-01-16  187.449997  184.169998  185.619995  185.539993  3374600  177.333893
4  2018-01-17  189.300003  185.899994  187.699997  188.009995  3987900  179.694641
5  2018-01-18  188.559998  185.500000  187.449997  187.589996  3084900  179.293228
6  2018-01-19  189.720001  187.600006  188.360001  189.279999  3652300  180.908493
7  2018-01-22  192.570007  189.429993  189.729996  192.330002  3579800  183.823608
8  2018-01-23  196.029999  191.600006  193.000000  191.990005  3486700  183.498627
9  2018-01-24  192.940002  189.509995  192.750000  190.630005  2765700  182.198792
10 2018-01-25  191.800003  188.899994  191.399994  190.080002  2470300  181.673096"
98,NVS,"         Date       High        Low       Open      Close   Volume  Adj Close
0  2018-01-19  78.028671  77.347672  77.930107  77.903229   859800  72.283440
1  2018-01-22  77.965950  77.311829  77.311829  77.956985  1865300  72.333313
2  2018-01-23  78.611115  77.768814  78.324371  78.145164  2731200  72.507919
3  2018-01-24  81.989250  81.209679  81.272400  81.935486  4312700  76.024811
4  2018-01-25  84.184586  83.413979  83.413979  83.915771  3169000  77.862244
5  2018-01-26  84.399643  83.906807  84.345879  84.148743  2169800  78.078415
6  2018-01-29  83.494621  83.001793  83.243729  83.315414  1715400  77.305191
7  2018-01-30  82.634407  82.007172  82.544800  82.150536  1561700  76.224350
8  2018-01-31  82.123657  80.600357  82.034050  80.698921  1605500  74.877449
9  2018-02-01  81.227600  80.537636  80.609322  81.137993  1724600  75.284851
10 2018-02-02  79.856628  79.193550  79.650536  79.202507  1620100  73.488983"
100,GILD,"         Date       High        Low       Open      Close    Volume  Adj Close
0  2018-01-31  87.099998  83.290001  86.599998  83.800003  12790800  80.446182
1  2018-02-01  84.160004  81.180000  83.199997  83.489998   7305100  80.148567
2  2018-02-02  83.339996  81.480003  82.650002  81.730003   9356300  78.459023
3  2018-02-05  82.500000  78.339996  81.400002  78.370003  10810400  75.233490
4  2018-02-06  80.610001  76.900002  77.349998  80.379997  13287400  77.163048
5  2018-02-07  84.580002  79.349998  79.669998  82.760002  20315600  79.447807
6  2018-02-08  82.849998  78.070000  82.440002  78.220001  13853700  75.089500
7  2018-02-09  79.949997  76.019997  78.900002  79.320000  13746400  76.145477
8  2018-02-12  81.419998  79.629997  79.769997  80.139999  10030700  76.932655
9  2018-02-13  81.089996  78.650002  79.570000  80.790001   6596800  77.556641
10 2018-02-14  82.290001  79.980003  80.199997  81.820000   7063300  78.545410
11 2018-02-15  82.300003  81.489998  82.220001  81.550003   7159700  78.286224"
